"CATCH_COMP_ID","EVENT_ID","RACE_CODE","SPECIES_NAME_FIELD","COMMON_NAME","SCIENTIFIC_NAME","SCAL_SIZE_CLASS","CONDITION_CODE_RII","COUNT","SAMPLE_WT_KG","SAMPLE_TYPE","SAMPLER","BASKET_ID"
5724605,"2017D06016","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",16,0.020000,"1","JDM, NWN, MMB, SRW",
5724606,"2017D06016","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",348,3.370000,"1","JDM, NWN, MMB, SRW",
5724607,"2017D06016","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.040000,"1","JDM, NWN, MMB, SRW",
5724608,"2017D06016","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",30,0.850000,"1","JDM, NWN, MMB, SRW",
5724609,"2017D06016","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.320000,"1","JDM, NWN, MMB, SRW",
5724610,"2017D06016","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.240000,"1","JDM, NWN, MMB, SRW",
5724611,"2017D06016","99997","unsorted catch and debris","unsorted catch and debris",,,,,15.380000,"1","JDM, NWN, MMB, SRW",
5724612,"2017D06016","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,21,0.230000,"2","JDM, NWN, MMB, SRW",
5724613,"2017D06016","99997","unsorted catch and debris","unsorted catch and debris",,,,,1.910000,"2","JDM, NWN, MMB, SRW",
5724614,"2017D06016","99997","unsorted catch and debris","unsorted catch and debris",,,,,10.920000,"1","JDM, NWN, MMB, SRW",
5724615,"2017D06016","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,2,4.370000,"1","JDM, NWN, MMB, SRW",
5724616,"2017D06016","10285","flounder, Alaska plaice","flounder, Alaska plaice","Pleuronectes quadrituberculatus",,,1,0.780000,"1","JDM, NWN, MMB, SRW",
5724617,"2017D06016","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,4,0.350000,"1","JDM, NWN, MMB, SRW",
5724618,"2017D06016","21740","pollock, walleye","pollock, walleye","Theragra chalcogramma",,,1,0.080000,"1","JDM, NWN, MMB, SRW",
5724619,"2017D06016","10180","sole, dover","sole, dover","Microstomus pacificus",,,3,0.090000,"1","JDM, NWN, MMB, SRW",
5724620,"2017D06016","10270","sole, butter","sole, butter","Isopsetta isolepis",,,1,0.060000,"1","JDM, NWN, MMB, SRW",
5724621,"2017D06016","68020","crab, Dungeness","crab, Dungeness","Cancer magister",,,1,0.290000,"1","JDM, NWN, MMB, SRW",
5724622,"2017D06016","421","Big skate egg case","Big skate egg case","Raja binoculata egg case",,,1,0.180000,"1","JDM, NWN, MMB, SRW",
5724623,"2017D06016","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,,1,0.040000,"1","JDM, NWN, MMB, SRW",
5724624,"2017D06016","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.020000,"1","JDM, NWN, MMB, SRW",
5724625,"2017D06017","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",9,1.880000,"1","JDM, NWN, MMB, SRW",
5724626,"2017D06017","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,2.290000,"1","JDM, NWN, MMB, SRW",
5724627,"2017D06017","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.380000,"1","JDM, NWN, MMB, SRW",
5724628,"2017D06017","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",31,0.830000,"1","JDM, NWN, MMB, SRW",
5724629,"2017D06017","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",20,0.630000,"1","JDM, NWN, MMB, SRW",
5724630,"2017D06017","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.330000,"1","JDM, NWN, MMB, SRW",
5724631,"2017D06017","99997","unsorted catch and debris","unsorted catch and debris",,,,,12.120000,"1","JDM, NWN, MMB, SRW",
5724632,"2017D06017","80160","sunflower sea star","sunflower sea star","Pycnopodia helianthoides",,,1,1.920000,"1","JDM, NWN, MMB, SRW",
5724633,"2017D06017","99997","unsorted catch and debris","unsorted catch and debris",,,,,19.300000,"1","JDM, NWN, MMB, SRW",
5724634,"2017D06017","99997","unsorted catch and debris","unsorted catch and debris",,,,,4.477000,"2","JDM, NWN, MMB, SRW",
5724635,"2017D06017","10285","flounder, Alaska plaice","flounder, Alaska plaice","Pleuronectes quadrituberculatus",,,1,1.120000,"1","JDM, NWN, MMB, SRW",
5724636,"2017D06017","10110","flounder, arrowtooth","flounder, arrowtooth","Reinhardtius stomias",,,1,0.570000,"1","JDM, NWN, MMB, SRW",
5724637,"2017D06017","10285","flounder, Alaska plaice","flounder, Alaska plaice","Pleuronectes quadrituberculatus",,,1,0.760000,"1","JDM, NWN, MMB, SRW",
5724638,"2017D06017","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,13,0.160000,"2","JDM, NWN, MMB, SRW",
5724639,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,29.450000,"1","JDM, NWN, MMB, SRW",
5724640,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,30.050000,"1","JDM, NWN, MMB, SRW",
5724641,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.800000,"1","JDM, NWN, MMB, SRW",
5724642,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,32.150000,"1","JDM, NWN, MMB, SRW",
5724643,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.600000,"1","JDM, NWN, MMB, SRW",
5724644,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,29.100000,"1","JDM, NWN, MMB, SRW",
5724645,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,30.250000,"1","JDM, NWN, MMB, SRW",
5724646,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,38.250000,"1","JDM, NWN, MMB, SRW",
5724647,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,43.100000,"1","JDM, NWN, MMB, SRW",
5724648,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,50.250000,"1","JDM, NWN, MMB, SRW",
5724649,"2017D06018","99997","unsorted catch and debris","unsorted catch and debris",,,,,16.850000,"1","JDM, NWN, MMB, SRW",
5724650,"2017D06018","10110","flounder, arrowtooth","flounder, arrowtooth","Reinhardtius stomias",,,1,1.450000,"1","JDM, NWN, MMB, SRW",
5724651,"2017D06018","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,2.550000,"1","JDM, NWN, MMB, SRW",
5724652,"2017D06018","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,0.780000,"1","JDM, NWN, MMB, SRW",
5724653,"2017D06018","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"99",1,0.020000,"1","JDM, NWN, MMB, SRW",
5724654,"2017D06018","436","sandpaper skate egg case","sandpaper skate egg case","Bathyraja interrupta egg case",,"99",2,0.080000,"1","JDM, NWN, MMB, SRW",
5724655,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,29.700000,"1","JDM, NWN, MMB, SRW",
5724656,"2017D06019","80160","sunflower sea star","sunflower sea star","Pycnopodia helianthoides",,,1,2.100000,"1","JDM, NWN, MMB, SRW",
5724657,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,33.250000,"1","JDM, NWN, MMB, SRW",
5724658,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,37.400000,"1","JDM, NWN, MMB, SRW",
5724659,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,32.600000,"1","JDM, NWN, MMB, SRW",
5724660,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,31.400000,"1","JDM, NWN, MMB, SRW",
5724661,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,38.150000,"1","JDM, NWN, MMB, SRW",
5724662,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,29.200000,"1","JDM, NWN, MMB, SRW",
5724663,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,37.750000,"1","JDM, NWN, MMB, SRW",
5724664,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,33.100000,"1","JDM, NWN, MMB, SRW",
5724665,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,25.850000,"1","JDM, NWN, MMB, SRW",
5724666,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.400000,"1","JDM, NWN, MMB, SRW",
5724667,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.650000,"1","JDM, NWN, MMB, SRW",
5724668,"2017D06019","99997","unsorted catch and debris","unsorted catch and debris",,,,,22.350000,"1","JDM, NWN, MMB, SRW",
5724669,"2017D06019","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,0.550000,"1","JDM, NWN, MMB, SRW",
5724670,"2017D06019","421","Big skate egg case","Big skate egg case","Raja binoculata egg case",,"99",2,0.020000,"1","JDM, NWN, MMB, SRW",
5724671,"2017D06019","23010","smelt, eulachon","smelt, eulachon","Thaleichthys pacificus",,,1,0.040000,"1","JDM, NWN, MMB, SRW",
5724672,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",16,3.700000,"1","JDM, NWN, MMB, SRW",
5724673,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,0.780000,"1","JDM, NWN, MMB, SRW",
5724675,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",28,1.010000,"1","JDM, NWN, MMB, SRW",
5724676,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.310000,"1","JDM, NWN, MMB, SRW",
5724677,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",30,0.890000,"1","JDM, NWN, MMB, SRW",
5724678,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",4,0.250000,"1","JDM, NWN, MMB, SRW",
5724679,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.060000,"1","JDM, NWN, MMB, SRW",
5724680,"2017D06020","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.320000,"1","JDM, NWN, MMB, SRW",
5724681,"2017D06020","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.950000,"1","JDM, NWN, MMB, SRW",
5724682,"2017D06020","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.040000,"1","JDM, NWN, MMB, SRW",
5724683,"2017D06020","99997","unsorted catch and debris","unsorted catch and debris",,,,,6.550000,"2","JDM, NWN, MMB, SRW",
5724684,"2017D06020","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,15,0.030000,"2","JDM, NWN, MMB, SRW",
5724685,"2017D06024","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,3.120000,"1","JDM, NWN, MMB, SRW",
5724686,"2017D06024","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",21,7.000000,"1","JDM, NWN, MMB, SRW",
5724687,"2017D06024","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.314000,"1","JDM, NWN, MMB, SRW",
5724688,"2017D06024","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",16,0.504000,"1","JDM, NWN, MMB, SRW",
5724689,"2017D06024","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.560000,"1","JDM, NWN, MMB, SRW",
5724690,"2017D06024","99997","unsorted catch and debris","unsorted catch and debris",,,,,22.650000,"1","JDM, NWN, MMB, SRW",
5724691,"2017D06024","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,3,0.005000,"2","JDM, NWN, MMB, SRW",
5724692,"2017D06024","99997","unsorted catch and debris","unsorted catch and debris",,,,,6.850000,"2","JDM, NWN, MMB, SRW",
5724693,"2017D06024","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.450000,"1","JDM, NWN, MMB, SRW",
5724694,"2017D06025","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,2.830000,"1","JDM, NWN, MMB, SRW",
5724695,"2017D06025","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",3,0.890000,"1","JDM, NWN, MMB, SRW",
5724696,"2017D06025","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.292000,"1","JDM, NWN, MMB, SRW",
5724697,"2017D06025","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",21,0.430000,"1","JDM, NWN, MMB, SRW",
5724698,"2017D06025","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",1,0.020000,"1","JDM, NWN, MMB, SRW",
5724699,"2017D06025","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.560000,"1","JDM, NWN, MMB, SRW",
5724700,"2017D06025","99997","unsorted catch and debris","unsorted catch and debris",,,,,18.500000,"1","JDM, NWN, MMB, SRW",
5724701,"2017D06025","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,8,0.010000,"2","JDM, NWN, MMB, SRW",
5724702,"2017D06025","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,2.450000,"1","JDM, NWN, MMB, SRW",
5724703,"2017D06025","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,2.250000,"1","JDM, NWN, MMB, SRW",
5724704,"2017D06025","420","skate, big","skate, big","Raja binoculata",,,1,0.580000,"1","JDM, NWN, MMB, SRW",
5724705,"2017D06025","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,1.890000,"1","JDM, NWN, MMB, SRW",
5724706,"2017D06025","99997","unsorted catch and debris","unsorted catch and debris",,,,,3.920000,"2","JDM, NWN, MMB, SRW",
5724707,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",29,7.400000,"1","JDM, NWN, MMB, SRW",
5724708,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",26,8.350000,"1","JDM, NWN, MMB, SRW",
5724709,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,3.100000,"1","JDM, NWN, MMB, SRW",
5724710,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.070000,"1","JDM, NWN, MMB, SRW",
5724711,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",6,0.090000,"1","JDM, NWN, MMB, SRW",
5724712,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",1,1.000000,"1","JDM, NWN, MMB, SRW",
5724713,"2017D06026","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,3.700000,"1","JDM, NWN, MMB, SRW",
5724714,"2017D06026","99997","unsorted catch and debris","unsorted catch and debris",,,,,10.800000,"1","JDM, NWN, MMB, SRW",
5724715,"2017D06026","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,11,0.015000,"2","JDM, NWN, MMB, SRW",
5724716,"2017D06026","99997","unsorted catch and debris","unsorted catch and debris",,,,,3.160000,"2","JDM, NWN, MMB, SRW",
5724717,"2017D06026","421","Big skate egg case","Big skate egg case","Raja binoculata egg case",,,1,0.080000,"1","JDM, NWN, MMB, SRW",
5724718,"2017D06026","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.040000,"1","JDM, NWN, MMB, SRW",
5724719,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,2.750000,"1","JDM, NWN, MMB, SRW",
5724720,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",11,2.750000,"1","JDM, NWN, MMB, SRW",
5724721,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.290000,"1","JDM, NWN, MMB, SRW",
5724722,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",32,0.920000,"1","JDM, NWN, MMB, SRW",
5724723,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.340000,"1","JDM, NWN, MMB, SRW",
5724724,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",1,0.030000,"1","JDM, NWN, MMB, SRW",
5724725,"2017D06027","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.500000,"1","JDM, NWN, MMB, SRW",
5724726,"2017D06027","99997","unsorted catch and debris","unsorted catch and debris",,,,,13.800000,"1","JDM, NWN, MMB, SRW",
5724727,"2017D06027","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,25,0.230000,"2","JDM, NWN, MMB, SRW",
5724728,"2017D06027","68020","crab, Dungeness","crab, Dungeness","Cancer magister",,,1,0.190000,"1","JDM, NWN, MMB, SRW",
5724729,"2017D06027","78403","octopus, North Pacific","octopus, North Pacific","Enteroctopus dofleini",,,1,0.130000,"1","JDM, NWN, MMB, SRW",
5724730,"2017D06027","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.760000,"1","JDM, NWN, MMB, SRW",
5724731,"2017D06027","99997","unsorted catch and debris","unsorted catch and debris",,,,,4.440000,"2","JDM, NWN, MMB, SRW",
5724732,"2017D06027","10110","flounder, arrowtooth","flounder, arrowtooth","Reinhardtius stomias",,,1,0.460000,"1","JDM, NWN, MMB, SRW",
5724733,"2017D06027","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,1,0.020000,"1","JDM, NWN, MMB, SRW",
5724734,"2017D06027","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.010000,"1","JDM, NWN, MMB, SRW",
5724735,"2017D06028","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,2.750000,"1","JDM, NWN, MMB, SRW",
5724736,"2017D06028","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",9,1.900000,"1","JDM, NWN, MMB, SRW",
5724737,"2017D06028","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.670000,"1","JDM, NWN, MMB, SRW",
5724738,"2017D06028","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",11,0.570000,"1","JDM, NWN, MMB, SRW",
5724739,"2017D06028","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",2,0.300000,"1","JDM, NWN, MMB, SRW",
5724740,"2017D06028","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.820000,"1","JDM, NWN, MMB, SRW",
5724741,"2017D06028","99997","unsorted catch and debris","unsorted catch and debris",,,,,19.700000,"1","JDM, NWN, MMB, SRW",
5724742,"2017D06028","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,3,0.008000,"2","JDM, NWN, MMB, SRW",
5724743,"2017D06028","99997","unsorted catch and debris","unsorted catch and debris",,,,,44.400000,"1","JDM, NWN, MMB, SRW",
5724744,"2017D06028","99997","unsorted catch and debris","unsorted catch and debris",,,,,5.150000,"2","JDM, NWN, MMB, SRW",
5724745,"2017D06028","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.420000,"1","JDM, NWN, MMB, SRW",
5724746,"2017D06029","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,2.940000,"1","JDM, NWN, MMB, SRW",
5724747,"2017D06029","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",19,5.220000,"1","JDM, NWN, MMB, SRW",
5724748,"2017D06029","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.310000,"1","JDM, NWN, MMB, SRW",
5724749,"2017D06029","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",35,0.590000,"1","JDM, NWN, MMB, SRW",
5724750,"2017D06029","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",1,0.150000,"1","JDM, NWN, MMB, SRW",
5724751,"2017D06029","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.840000,"1","JDM, NWN, MMB, SRW",
5724752,"2017D06029","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.160000,"1","JDM, NWN, MMB, SRW",
5724753,"2017D06029","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,5,0.030000,"2","JDM, NWN, MMB, SRW",
5724754,"2017D06029","99997","unsorted catch and debris","unsorted catch and debris",,,,,4.890000,"2","JDM, NWN, MMB, SRW",
5724755,"2017D06029","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.240000,"1","JDM, NWN, MMB, SRW",
5724756,"2017D06029","10110","flounder, arrowtooth","flounder, arrowtooth","Reinhardtius stomias",,,1,0.230000,"1","JDM, NWN, MMB, SRW",
5724757,"2017D06029","21740","pollock, walleye","pollock, walleye","Theragra chalcogramma",,,1,0.560000,"1","JDM, NWN, MMB, SRW",
5724758,"2017D06030","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,3.150000,"1","JDM, NWN, MMB, SRW",
5724759,"2017D06030","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",37,9.720000,"1","JDM, NWN, MMB, SRW",
5724760,"2017D06030","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.170000,"1","JDM, NWN, MMB, SRW",
5724761,"2017D06030","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",27,0.564000,"1","JDM, NWN, MMB, SRW",
5724762,"2017D06030","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",1,0.120000,"1","JDM, NWN, MMB, SRW",
5724763,"2017D06030","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.020000,"1","JDM, NWN, MMB, SRW",
5724764,"2017D06030","99997","unsorted catch and debris","unsorted catch and debris",,,,,25.640000,"1","JDM, NWN, MMB, SRW",
5724765,"2017D06030","99997","unsorted catch and debris","unsorted catch and debris",,,,,4.250000,"1","JDM, NWN, MMB, SRW",
5724766,"2017D06030","23010","smelt, eulachon","smelt, eulachon","Thaleichthys pacificus",,,1,0.060000,"1","JDM, NWN, MMB, SRW",
5724767,"2017D06030","401","skate egg case unident.","skate egg case unident.",,,,1,0.050000,"1","JDM, NWN, MMB, SRW",
5724768,"2017D06030","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,0.990000,"1","JDM, NWN, MMB, SRW",
5724769,"2017D06031","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.380000,"1","JDM, NWN, MMB, SRW",
5724770,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,28.540000,"1","JDM, NWN, MMB, SRW",
5724771,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.000000,"1","JDM, NWN, MMB, SRW",
5724772,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,30.720000,"1","JDM, NWN, MMB, SRW",
5724773,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,35.960000,"1","JDM, NWN, MMB, SRW",
5724774,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,4.280000,"1","JDM, NWN, MMB, SRW",
5724775,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,39.540000,"1","JDM, NWN, MMB, SRW",
5724776,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,45.000000,"1","JDM, NWN, MMB, SRW",
5724777,"2017D06031","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.700000,"1","JDM, NWN, MMB, SRW",
5724778,"2017D06031","436","sandpaper skate egg case","sandpaper skate egg case","Bathyraja interrupta egg case",,"99",6,0.090000,"1","JDM, NWN, MMB, SRW",
5724779,"2017D06032","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",4,0.022000,"1","JDM, NWN, MMB, SRW",
5724780,"2017D06032","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.040000,"1","JDM, NWN, MMB, SRW",
5724781,"2017D06032","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.100000,"1","JDM, NWN, MMB, SRW",
5724782,"2017D06032","99997","unsorted catch and debris","unsorted catch and debris",,,,,19.160000,"1","JDM, NWN, MMB, SRW",
5724783,"2017D06032","99997","unsorted catch and debris","unsorted catch and debris",,,,,14.700000,"1","JDM, NWN, MMB, SRW",
5724784,"2017D06032","99997","unsorted catch and debris","unsorted catch and debris",,,,,3.820000,"1","JDM, NWN, MMB, SRW",
5724785,"2017D06032","99997","unsorted catch and debris","unsorted catch and debris",,,,,5.960000,"2","JDM, NWN, MMB, SRW",
5724786,"2017D06032","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,1,0.500000,"1","JDM, NWN, MMB, SRW",
5724787,"2017D06032","436","sandpaper skate egg case","sandpaper skate egg case","Bathyraja interrupta egg case",,"99",21,0.560000,"1","JDM, NWN, MMB, SRW",
5724788,"2017D06032","78403","octopus, North Pacific","octopus, North Pacific","Enteroctopus dofleini",,,1,0.030000,"1","JDM, NWN, MMB, SRW",
5724789,"2017D06032","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,,1,0.130000,"1","JDM, NWN, MMB, SRW",
5724790,"2017D06032","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,3,0.050000,"2","JDM, NWN, MMB, SRW",
5724791,"2017D06033","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",6,2.000000,"1","JDM, NWN, MMB, SRW",
5724792,"2017D06033","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",4,0.030000,"1","JDM, NWN, MMB, SRW",
5724793,"2017D06033","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.180000,"1","JDM, NWN, MMB, SRW",
5724794,"2017D06033","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",3,0.480000,"1","JDM, NWN, MMB, SRW",
5724795,"2017D06033","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",4,2.700000,"1","JDM, NWN, MMB, SRW",
5724796,"2017D06033","99997","unsorted catch and debris","unsorted catch and debris",,,,,8.240000,"1","JDM, NWN, MMB, SRW",
5724797,"2017D06033","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,15,0.050000,"1","JDM, NWN, MMB, SRW",
5724798,"2017D06033","436","sandpaper skate egg case","sandpaper skate egg case","Bathyraja interrupta egg case",,,1,1.600000,"1","JDM, NWN, MMB, SRW",
5724799,"2017D06033","401","skate egg case unident.","skate egg case unident.",,,"99",1,0.010000,"1","JDM, NWN, MMB, SRW",
5724800,"2017D06033","23010","smelt, eulachon","smelt, eulachon","Thaleichthys pacificus",,,2,0.030000,"1","JDM, NWN, MMB, SRW",
5724801,"2017D06034","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",7,2.240000,"1","JDM, NWN, MMB, SRW",
